,Spouse_A_First_Name,Spouse_B_First_Name,Marriage_Year,counts
4521,Amy,Mark,1993,4
4522,Amy,Mark,1994,4
4523,Amy,Mark,1995,2
4524,Amy,Mark,1996,1
4525,Amy,Mark,1997,2
4526,Amy,Mark,1998,6
4527,Amy,Mark,1999,6
4528,Amy,Mark,2000,8
4529,Amy,Mark,2001,5
4530,Amy,Mark,2002,7
4531,Amy,Mark,2003,1
4532,Amy,Mark,2004,7
4533,Amy,Mark,2005,5
4534,Amy,Mark,2007,1
4535,Amy,Mark,2008,1
4536,Amy,Mark,2009,3
4537,Amy,Mark,2010,1
4538,Amy,Mark,2011,4
4539,Amy,Mark,2012,2
4540,Amy,Mark,2013,2
4541,Amy,Mark,2014,2
4542,Amy,Matthew,1982,2
4543,Amy,Matthew,1991,2
4544,Amy,Matthew,1992,3
4545,Amy,Matthew,1994,3
4546,Amy,Matthew,1995,4
4547,Amy,Matthew,1996,2
4548,Amy,Matthew,1997,6
4549,Amy,Matthew,1998,8
4550,Amy,Matthew,1999,7
4551,Amy,Matthew,2000,9
4552,Amy,Matthew,2001,1
4553,Amy,Matthew,2002,8
4554,Amy,Matthew,2003,8
4555,Amy,Matthew,2004,5
4556,Amy,Matthew,2005,6
4557,Amy,Matthew,2006,6
4558,Amy,Matthew,2007,7
4559,Amy,Matthew,2008,7
4560,Amy,Matthew,2009,2
4561,Amy,Matthew,2011,3
4562,Amy,Matthew,2012,5
4563,Amy,Matthew,2013,6
4564,Amy,Matthew,2014,8
4565,Amy,Michael,1970,1
4566,Amy,Michael,1976,2
4567,Amy,Michael,1978,1
4568,Amy,Michael,1980,2
4569,Amy,Michael,1982,6
4570,Amy,Michael,1984,4
4571,Amy,Michael,1985,1
4572,Amy,Michael,1986,1
4573,Amy,Michael,1987,4
4574,Amy,Michael,1988,5
4575,Amy,Michael,1989,9
4576,Amy,Michael,1990,6
4577,Amy,Michael,1991,5
4578,Amy,Michael,1992,10
4579,Amy,Michael,1993,3
4580,Amy,Michael,1994,16
4581,Amy,Michael,1995,7
4582,Amy,Michael,1996,13
4583,Amy,Michael,1997,8
4584,Amy,Michael,1998,10
4585,Amy,Michael,1999,15
4586,Amy,Michael,2000,17
4587,Amy,Michael,2001,10
4588,Amy,Michael,2002,10
4589,Amy,Michael,2003,8
4590,Amy,Michael,2004,12
4591,Amy,Michael,2005,4
4592,Amy,Michael,2006,16
4593,Amy,Michael,2007,13
4594,Amy,Michael,2008,13
4595,Amy,Michael,2009,3
4596,Amy,Michael,2010,9
4597,Amy,Michael,2011,2
4598,Amy,Michael,2012,12
4599,Amy,Michael,2013,8
4600,Amy,Michael,2014,4
4601,Amy,Robert,1978,2
4602,Amy,Robert,1980,2
4603,Amy,Robert,1981,2
4604,Amy,Robert,1982,2
4605,Amy,Robert,1984,1
4606,Amy,Robert,1987,4
4607,Amy,Robert,1988,1
4608,Amy,Robert,1989,3
4609,Amy,Robert,1990,6
4610,Amy,Robert,1991,2
4611,Amy,Robert,1992,1
4612,Amy,Robert,1993,3
4613,Amy,Robert,1994,3
4614,Amy,Robert,1995,9
4615,Amy,Robert,1996,9
4616,Amy,Robert,1997,6
4617,Amy,Robert,1998,12
4618,Amy,Robert,1999,2
4619,Amy,Robert,2001,6
4620,Amy,Robert,2002,6
4621,Amy,Robert,2003,4
4622,Amy,Robert,2004,9
4623,Amy,Robert,2005,12
4624,Amy,Robert,2007,11
4625,Amy,Robert,2008,8
4626,Amy,Robert,2009,2
4627,Amy,Robert,2010,2
4628,Amy,Robert,2011,2
4629,Amy,Robert,2012,10
4630,Amy,Robert,2013,4
4631,Amy,Robert,2014,1
4632,Amy,Robert,2015,3
4633,Amy,Scott,1982,2
4634,Amy,Scott,1986,1
4635,Amy,Scott,1989,3
4636,Amy,Scott,1990,2
4637,Amy,Scott,1993,4
4638,Amy,Scott,1994,2
4639,Amy,Scott,1995,4
4640,Amy,Scott,1996,10
4641,Amy,Scott,1997,6
4642,Amy,Scott,1998,5
4643,Amy,Scott,1999,3
4644,Amy,Scott,2000,6
4645,Amy,Scott,2001,4
4646,Amy,Scott,2002,4
4647,Amy,Scott,2003,6
4648,Amy,Scott,2006,4
4649,Amy,Scott,2007,8
4650,Amy,Scott,2009,4
4651,Amy,Scott,2010,2
4652,Amy,Scott,2011,6
4653,Amy,Scott,2012,2
4654,Amy,Scott,2014,2
4655,Amy,William,1969,1
4656,Amy,William,1973,1
4657,Amy,William,1974,1
4658,Amy,William,1977,1
4659,Amy,William,1981,2
4660,Amy,William,1982,6
4661,Amy,William,1983,2
4662,Amy,William,1984,1
4663,Amy,William,1985,2
4664,Amy,William,1986,2
4665,Amy,William,1988,2
4666,Amy,William,1989,6
4667,Amy,William,1990,2
4668,Amy,William,1991,3
4669,Amy,William,1992,2
4670,Amy,William,1994,6
4671,Amy,William,1995,10
4672,Amy,William,1996,5
4673,Amy,William,1999,2
4674,Amy,William,2000,4
4675,Amy,William,2001,4
4676,Amy,William,2002,4
4677,Amy,William,2004,6
4678,Amy,William,2005,6
4679,Amy,William,2007,4
4680,Amy,William,2008,4
4681,Amy,William,2011,2
4682,Amy,William,2012,2
4683,Amy,William,2013,3
4684,Amy,William,2014,10
4685,An,Ngoc,1998,2
4686,An,Ngoc,1999,2
4687,An,Ngoc,2012,2
4688,Ana,Daniel,1998,2
4689,Ana,Daniel,2001,4
4690,Ana,Daniel,2002,2
4691,Ana,Daniel,2005,2
4692,Ana,Daniel,2006,6
4693,Ana,Daniel,2012,2
4694,Ana,Daniel,2013,2
4695,Ana,Daniel,2014,4
4696,Ana,David,1972,1
4697,Ana,David,1974,1
4698,Ana,David,1977,1
4699,Ana,David,1991,2
4700,Ana,David,1998,2
4701,Ana,David,2006,2
4702,Ana,David,2009,2
4703,Ana,David,2012,1
4704,Ana,Edgar,2001,2
4705,Ana,Edgar,2006,1
4706,Ana,Edgar,2007,4
4707,Ana,Edgar,2011,2
4708,Ana,Edgar,2014,2
4709,Ana,Francisco,1994,2
4710,Ana,Francisco,1997,1
4711,Ana,Francisco,2002,2
4712,Ana,Francisco,2005,1
4713,Ana,Francisco,2006,1
4714,Ana,Francisco,2011,2
4715,Ana,Francisco,2012,1
4716,Ana,Francisco,2013,1
4717,Ana,Francisco,2014,4
4718,Ana,Jaime,2003,2
4719,Ana,Jaime,2005,2
4720,Ana,Jaime,2009,2
4721,Ana,Jaime,2011,2
4722,Ana,Jaime,2015,3
4723,Ana,Jason,1999,1
4724,Ana,Jason,2000,2
4725,Ana,Jason,2002,4
4726,Ana,Jason,2003,2
4727,Ana,Jason,2004,2
4728,Ana,Jason,2007,2
4729,Ana,Jason,2009,2
4730,Ana,Jason,2010,2
4731,Ana,Jorge,1990,2
4732,Ana,Jorge,1992,1
4733,Ana,Jorge,1999,2
4734,Ana,Jorge,2003,2
4735,Ana,Jorge,2008,2
4736,Ana,Jorge,2013,1
4737,Ana,Jorge,2014,3
4738,Ana,Jorge,2015,2
4739,Ana,Jose,1968,1
4740,Ana,Jose,1984,1
4741,Ana,Jose,1988,1
4742,Ana,Jose,1990,4
4743,Ana,Jose,1991,2
4744,Ana,Jose,1992,2
4745,Ana,Jose,1995,1
4746,Ana,Jose,1996,4
4747,Ana,Jose,1997,6
4748,Ana,Jose,2002,2
4749,Ana,Jose,2003,7
4750,Ana,Jose,2006,5
4751,Ana,Jose,2007,3
4752,Ana,Jose,2008,5
4753,Ana,Jose,2009,2
4754,Ana,Jose,2010,3
4755,Ana,Jose,2011,1
4756,Ana,Jose,2013,4
4757,Ana,Jose,2015,5
4758,Ana,Juan,1982,2
4759,Ana,Juan,1994,2
4760,Ana,Juan,1996,3
4761,Ana,Juan,1997,2
4762,Ana,Juan,2002,2
4763,Ana,Juan,2004,2
4764,Ana,Juan,2006,6
4765,Ana,Juan,2007,2
4766,Ana,Juan,2008,1
4767,Ana,Juan,2010,2
4768,Ana,Juan,2012,2
4769,Ana,Juan,2013,2
4770,Ana,Juan,2014,4
4771,Ana,Luis,1998,1
4772,Ana,Luis,2009,2
4773,Ana,Luis,2010,4
4774,Ana,Luis,2011,1
4775,Ana,Luis,2012,1
4776,Ana,Luis,2013,2
4777,Ana,Mark,1992,3
4778,Ana,Mark,1993,2
4779,Ana,Mark,1997,2
4780,Ana,Mark,2005,6
4781,Ana,Michael,1981,2
4782,Ana,Michael,1991,2
4783,Ana,Michael,1994,1
4784,Ana,Michael,1995,1
4785,Ana,Michael,1997,2
4786,Ana,Michael,2000,2
4787,Ana,Michael,2003,2
4788,Ana,Michael,2006,3
4789,Ana,Michael,2007,5
4790,Ana,Michael,2008,3
4791,Ana,Michael,2009,1
4792,Ana,Michael,2010,5
4793,Ana,Michael,2012,2
4794,Ana,Michael,2013,4
4795,Ana,Rafael,1992,2
4796,Ana,Rafael,2001,2
4797,Ana,Rafael,2002,2
4798,Ana,Rafael,2005,2
4799,Ana,Rafael,2008,2
4800,Ana,Rafael,2010,2
4801,Ana,Rafael,2013,4
4802,Ana,Robert,1992,6
4803,Ana,Robert,1996,2
4804,Ana,Robert,2004,2
4805,Ana,Robert,2008,4
4806,Ana,Robert,2009,2
4807,Ana,Robert,2013,1
4808,Ana,Robert,2014,1
4809,Ana,Roberto,1992,1
4810,Ana,Roberto,1993,1
4811,Ana,Roberto,2001,4
4812,Ana,Roberto,2007,2
4813,Ana,Roberto,2008,2
4814,Ana,Roberto,2012,2
4815,Anastasia,Andrew,2000,2
4816,Anastasia,Andrew,2009,2
4817,Anastasia,Andrew,2010,2
4818,Anastasia,Michael,1991,2
4819,Anastasia,Michael,1995,2
4820,Anastasia,Michael,2014,2
4821,Anastasiya,Andrey,2007,2
4822,Anastasiya,Andrey,2008,2
4823,Anastasiya,Andrey,2013,2
4824,Anatoliy,Olga,1995,2
4825,Anatoliy,Olga,2003,2
4826,Anatoliy,Olga,2012,2
4827,Anatoly,Irina,1995,2
4828,Anatoly,Irina,1996,4
4829,Andre,Amy,1996,2
4830,Andre,Amy,2003,2
4831,Andre,Amy,2014,2
4832,Andre,Christina,1989,3
4833,Andre,Christina,2003,2
4834,Andre,Christina,2009,1
4835,Andre,Elizabeth,1990,2
4836,Andre,Elizabeth,1994,2
4837,Andre,Elizabeth,2004,2
4838,Andre,Elizabeth,2009,2
4839,Andre,Jennifer,1993,2
4840,Andre,Jennifer,1995,2
4841,Andre,Jennifer,2010,2
4842,Andre,Jennifer,2012,2
4843,Andre,Linda,1970,1
4844,Andre,Linda,1982,2
4845,Andre,Linda,1990,2
4846,Andre,Linda,1998,2
4847,Andre,Lisa,1993,1
4848,Andre,Lisa,1994,2
4849,Andre,Lisa,2001,1
4850,Andre,Lisa,2003,2
4851,Andre,Lisa,2005,2
4852,Andre,Lisa,2013,1
4853,Andre,Lisa,2014,1
4854,Andre,Mary,1973,1
4855,Andre,Mary,1981,1
4856,Andre,Mary,1984,2
4857,Andre,Mary,1997,2
4858,Andre,Mary,2003,2
4859,Andre,Michelle,1994,1
4860,Andre,Michelle,2002,2
4861,Andre,Michelle,2009,2
4862,Andre,Michelle,2011,2
4863,Andre,Monique,1994,2
4864,Andre,Monique,1995,2
4865,Andre,Monique,2004,2
4866,Andre,Nicole,1997,2
4867,Andre,Nicole,2000,2
4868,Andre,Nicole,2013,2
4869,Andre,Sarah,1992,2
4870,Andre,Sarah,1996,2
4871,Andre,Sarah,2005,2
4872,Andre,Sarah,2014,2
4873,Andrea,Brian,1976,1
4874,Andrea,Brian,1981,2
4875,Andrea,Brian,1982,2
4876,Andrea,Brian,1983,4
4877,Andrea,Brian,1985,2
4878,Andrea,Brian,1989,3
4879,Andrea,Brian,1990,2
4880,Andrea,Brian,1991,4
4881,Andrea,Brian,1996,2
4882,Andrea,Brian,1997,2
4883,Andrea,Brian,1998,2
4884,Andrea,Brian,1999,2
4885,Andrea,Brian,2000,2
4886,Andrea,Brian,2001,4
4887,Andrea,Brian,2002,5
4888,Andrea,Brian,2003,8
4889,Andrea,Brian,2004,2
4890,Andrea,Brian,2006,7
4891,Andrea,Brian,2007,2
4892,Andrea,Brian,2008,2
4893,Andrea,Brian,2009,2
4894,Andrea,Brian,2010,2
4895,Andrea,Brian,2011,2
4896,Andrea,Brian,2014,8
4897,Andrea,Christopher,1976,1
4898,Andrea,Christopher,1980,2
4899,Andrea,Christopher,1985,1
4900,Andrea,Christopher,1988,1
4901,Andrea,Christopher,1991,3
4902,Andrea,Christopher,1995,2
4903,Andrea,Christopher,1996,2
4904,Andrea,Christopher,1998,2
4905,Andrea,Christopher,2000,2
4906,Andrea,Christopher,2002,4
4907,Andrea,Christopher,2003,6
4908,Andrea,Christopher,2004,4
4909,Andrea,Christopher,2005,10
4910,Andrea,Christopher,2007,6
4911,Andrea,Christopher,2008,4
4912,Andrea,Christopher,2009,4
4913,Andrea,Christopher,2011,2
4914,Andrea,Christopher,2012,6
4915,Andrea,Christopher,2013,4
4916,Andrea,Christopher,2015,2
4917,Andrea,Daniel,1974,1
4918,Andrea,Daniel,1982,2
4919,Andrea,Daniel,1993,2
4920,Andrea,Daniel,1994,2
4921,Andrea,Daniel,1997,6
4922,Andrea,Daniel,1999,2
4923,Andrea,Daniel,2000,4
4924,Andrea,Daniel,2002,2
4925,Andrea,Daniel,2003,6
4926,Andrea,Daniel,2004,6
4927,Andrea,Daniel,2006,2
4928,Andrea,Daniel,2009,2
4929,Andrea,Daniel,2011,4
4930,Andrea,Daniel,2012,2
4931,Andrea,Daniel,2013,3
4932,Andrea,Daniel,2014,3
4933,Andrea,David,1971,1
4934,Andrea,David,1973,1
4935,Andrea,David,1974,1
4936,Andrea,David,1975,1
4937,Andrea,David,1976,1
4938,Andrea,David,1977,1
4939,Andrea,David,1979,2
4940,Andrea,David,1980,2
4941,Andrea,David,1983,4
4942,Andrea,David,1984,5
4943,Andrea,David,1986,2
4944,Andrea,David,1987,4
4945,Andrea,David,1988,2
4946,Andrea,David,1989,3
4947,Andrea,David,1990,2
4948,Andrea,David,1991,8
4949,Andrea,David,1992,4
4950,Andrea,David,1993,4
4951,Andrea,David,1994,4
4952,Andrea,David,1995,8
4953,Andrea,David,1996,3
4954,Andrea,David,1997,3
4955,Andrea,David,1998,5
4956,Andrea,David,1999,6
4957,Andrea,David,2000,10
4958,Andrea,David,2001,4
4959,Andrea,David,2002,6
4960,Andrea,David,2003,4
4961,Andrea,David,2004,8
4962,Andrea,David,2005,7
4963,Andrea,David,2006,3
4964,Andrea,David,2007,3
4965,Andrea,David,2008,7
4966,Andrea,David,2009,8
4967,Andrea,David,2010,2
4968,Andrea,David,2014,2
4969,Andrea,David,2015,2
4970,Andrea,James,1970,1
4971,Andrea,James,1975,1
4972,Andrea,James,1976,2
4973,Andrea,James,1977,1
4974,Andrea,James,1978,2
4975,Andrea,James,1979,2
4976,Andrea,James,1980,4
4977,Andrea,James,1981,3
4978,Andrea,James,1985,2
4979,Andrea,James,1987,2
4980,Andrea,James,1988,1
4981,Andrea,James,1989,1
4982,Andrea,James,1990,3
4983,Andrea,James,1991,5
4984,Andrea,James,1992,8
4985,Andrea,James,1993,2
4986,Andrea,James,1994,4
4987,Andrea,James,1995,2
4988,Andrea,James,1996,2
4989,Andrea,James,1997,4
4990,Andrea,James,1998,4
4991,Andrea,James,1999,5
4992,Andrea,James,2000,1
4993,Andrea,James,2001,4
4994,Andrea,James,2002,6
4995,Andrea,James,2004,3
4996,Andrea,James,2005,3
4997,Andrea,James,2006,3
4998,Andrea,James,2007,6
4999,Andrea,James,2008,2
5000,Andrea,James,2009,6
5001,Andrea,James,2010,4
5002,Andrea,John,1970,2
5003,Andrea,John,1977,3
5004,Andrea,John,1981,2
5005,Andrea,John,1982,2
5006,Andrea,John,1983,2
5007,Andrea,John,1984,1
5008,Andrea,John,1985,1
5009,Andrea,John,1986,1
5010,Andrea,John,1989,9
5011,Andrea,John,1990,2
5012,Andrea,John,1991,6
5013,Andrea,John,1992,3
5014,Andrea,John,1993,2
5015,Andrea,John,1994,3
5016,Andrea,John,1995,4
5017,Andrea,John,1996,3
5018,Andrea,John,1997,3
5019,Andrea,John,1998,6
5020,Andrea,John,2000,4
5021,Andrea,John,2001,3
5022,Andrea,John,2002,2
5023,Andrea,John,2003,4
5024,Andrea,John,2004,6
5025,Andrea,John,2005,2
5026,Andrea,John,2006,4
5027,Andrea,John,2010,5
5028,Andrea,John,2011,2
5029,Andrea,John,2013,2
5030,Andrea,Kevin,1980,2
5031,Andrea,Kevin,1986,1
5032,Andrea,Kevin,1987,1
5033,Andrea,Kevin,1988,1
5034,Andrea,Kevin,1989,3
5035,Andrea,Kevin,1990,1
5036,Andrea,Kevin,1991,3
5037,Andrea,Kevin,1994,2
5038,Andrea,Kevin,1995,7
5039,Andrea,Kevin,1996,1
5040,Andrea,Kevin,1997,3
5041,Andrea,Kevin,1998,4
5042,Andrea,Kevin,1999,4
5043,Andrea,Kevin,2000,4
5044,Andrea,Kevin,2002,4
5045,Andrea,Kevin,2005,2
5046,Andrea,Kevin,2006,2
5047,Andrea,Kevin,2011,2
5048,Andrea,Kevin,2013,2
5049,Andrea,Kevin,2014,2
5050,Andrea,Kevin,2015,2
5051,Andrea,Mark,1975,2
5052,Andrea,Mark,1977,1
5053,Andrea,Mark,1981,2
5054,Andrea,Mark,1982,2
5055,Andrea,Mark,1984,3
5056,Andrea,Mark,1985,2
5057,Andrea,Mark,1987,1
5058,Andrea,Mark,1988,1
5059,Andrea,Mark,1989,3
5060,Andrea,Mark,1990,6
5061,Andrea,Mark,1991,4
5062,Andrea,Mark,1992,2
5063,Andrea,Mark,1994,4
5064,Andrea,Mark,1995,2
5065,Andrea,Mark,1997,2
5066,Andrea,Mark,1999,5
5067,Andrea,Mark,2001,5
5068,Andrea,Mark,2002,6
5069,Andrea,Mark,2003,2
5070,Andrea,Mark,2004,4
5071,Andrea,Mark,2006,1
5072,Andrea,Mark,2007,2
5073,Andrea,Mark,2008,2
5074,Andrea,Mark,2009,2
5075,Andrea,Mark,2013,2
5076,Andrea,Mark,2014,2
5077,Andrea,Matthew,1983,2
5078,Andrea,Matthew,1991,2
5079,Andrea,Matthew,1996,7
5080,Andrea,Matthew,1997,2
5081,Andrea,Matthew,1999,4
5082,Andrea,Matthew,2000,2
5083,Andrea,Matthew,2001,5
5084,Andrea,Matthew,2002,2
5085,Andrea,Matthew,2003,3
5086,Andrea,Matthew,2004,4
5087,Andrea,Matthew,2006,4
5088,Andrea,Matthew,2007,2
5089,Andrea,Matthew,2008,4
5090,Andrea,Matthew,2010,2
5091,Andrea,Matthew,2013,2
5092,Andrea,Matthew,2014,2
5093,Andrea,Matthew,2015,2
5094,Andrea,Michael,1968,1
5095,Andrea,Michael,1969,2
5096,Andrea,Michael,1970,2
5097,Andrea,Michael,1971,1
5098,Andrea,Michael,1972,2
5099,Andrea,Michael,1973,1
5100,Andrea,Michael,1979,1
5101,Andrea,Michael,1982,2
5102,Andrea,Michael,1984,1
5103,Andrea,Michael,1987,2
5104,Andrea,Michael,1990,4
5105,Andrea,Michael,1991,6
5106,Andrea,Michael,1993,4
5107,Andrea,Michael,1994,7
5108,Andrea,Michael,1995,8
5109,Andrea,Michael,1996,7
5110,Andrea,Michael,1997,5
5111,Andrea,Michael,1998,3
5112,Andrea,Michael,1999,4
5113,Andrea,Michael,2000,3
5114,Andrea,Michael,2001,4
5115,Andrea,Michael,2002,2
5116,Andrea,Michael,2003,6
5117,Andrea,Michael,2004,8
5118,Andrea,Michael,2005,1
5119,Andrea,Michael,2006,1
5120,Andrea,Michael,2007,2
5121,Andrea,Michael,2009,4
5122,Andrea,Michael,2010,4
5123,Andrea,Michael,2011,8
5124,Andrea,Michael,2013,2
5125,Andrea,Michael,2014,9
5126,Andrea,Michael,2015,2
5127,Andrea,Paul,1968,1
5128,Andrea,Paul,1972,1
5129,Andrea,Paul,1982,1
5130,Andrea,Paul,1984,1
5131,Andrea,Paul,1987,1
5132,Andrea,Paul,1988,1
5133,Andrea,Paul,1990,4
5134,Andrea,Paul,1994,2
5135,Andrea,Paul,1995,2
5136,Andrea,Paul,1996,4
5137,Andrea,Paul,1997,2
5138,Andrea,Paul,1998,4
5139,Andrea,Paul,1999,1
5140,Andrea,Paul,2004,4
5141,Andrea,Paul,2005,6
5142,Andrea,Paul,2007,2
5143,Andrea,Paul,2009,2
5144,Andrea,Paul,2010,2
5145,Andrea,Paul,2013,2
5146,Andrea,Richard,1969,1
5147,Andrea,Richard,1972,4
5148,Andrea,Richard,1975,1
5149,Andrea,Richard,1982,6
5150,Andrea,Richard,1983,2
5151,Andrea,Richard,1984,2
5152,Andrea,Richard,1989,6
5153,Andrea,Richard,1991,2
5154,Andrea,Richard,1992,3
5155,Andrea,Richard,1993,2
5156,Andrea,Richard,1996,2
5157,Andrea,Richard,1997,4
5158,Andrea,Richard,1998,8
5159,Andrea,Richard,1999,2
5160,Andrea,Richard,2003,2
5161,Andrea,Richard,2004,4
5162,Andrea,Richard,2008,3
5163,Andrea,Richard,2009,1
5164,Andrea,Richard,2013,2
5165,Andrea,Robert,1970,1
5166,Andrea,Robert,1973,3
5167,Andrea,Robert,1975,3
5168,Andrea,Robert,1976,1
5169,Andrea,Robert,1977,2
5170,Andrea,Robert,1978,1
5171,Andrea,Robert,1979,6
5172,Andrea,Robert,1981,4
5173,Andrea,Robert,1983,3
5174,Andrea,Robert,1984,1
5175,Andrea,Robert,1985,2
5176,Andrea,Robert,1986,2
5177,Andrea,Robert,1987,3
5178,Andrea,Robert,1988,2
5179,Andrea,Robert,1989,2
5180,Andrea,Robert,1991,4
5181,Andrea,Robert,1992,10
5182,Andrea,Robert,1993,2
5183,Andrea,Robert,1994,5
5184,Andrea,Robert,1995,7
5185,Andrea,Robert,1996,2
5186,Andrea,Robert,1997,4
5187,Andrea,Robert,1998,4
5188,Andrea,Robert,1999,2
5189,Andrea,Robert,2000,2
5190,Andrea,Robert,2001,3
5191,Andrea,Robert,2002,7
5192,Andrea,Robert,2003,2
5193,Andrea,Robert,2004,4
5194,Andrea,Robert,2005,1
5195,Andrea,Robert,2012,2
5196,Andrea,Robert,2013,6
5197,Andrea,Robert,2014,6
5198,Andrea,Robert,2015,2
5199,Andrea,Steven,1976,1
5200,Andrea,Steven,1983,1
5201,Andrea,Steven,1985,1
5202,Andrea,Steven,1986,2
5203,Andrea,Steven,1987,1
5204,Andrea,Steven,1991,6
5205,Andrea,Steven,1992,3
5206,Andrea,Steven,1995,2
5207,Andrea,Steven,1996,1
5208,Andrea,Steven,1997,2
5209,Andrea,Steven,1998,2
5210,Andrea,Steven,2000,2
5211,Andrea,Steven,2003,2
5212,Andrea,Steven,2005,2
5213,Andrea,Steven,2006,4
5214,Andrea,Steven,2007,2
5215,Andrea,Steven,2010,3
5216,Andrea,Steven,2011,2
5217,Andrea,Steven,2012,4
5218,Andrea,Steven,2015,1
5219,Andrea,Thomas,1971,1
5220,Andrea,Thomas,1972,1
5221,Andrea,Thomas,1974,1
5222,Andrea,Thomas,1978,2
5223,Andrea,Thomas,1981,2
5224,Andrea,Thomas,1982,2
5225,Andrea,Thomas,1983,2
5226,Andrea,Thomas,1984,1
5227,Andrea,Thomas,1987,2
5228,Andrea,Thomas,1989,3
5229,Andrea,Thomas,1990,2
5230,Andrea,Thomas,1992,1
5231,Andrea,Thomas,1994,5
5232,Andrea,Thomas,1995,7
5233,Andrea,Thomas,1996,2
5234,Andrea,Thomas,2000,2
5235,Andrea,Thomas,2004,2
5236,Andrea,Thomas,2005,2
5237,Andrea,Thomas,2007,4
5238,Andrea,Thomas,2009,2
5239,Andrea,Thomas,2013,1
5240,Andrea,Thomas,2014,1
5241,Andreas,Barbara,1995,2
5242,Andreas,Barbara,1998,2
5243,Andreas,Barbara,2014,2
5244,Andrei,Anna,2004,2
5245,Andrei,Anna,2005,2
5246,Andrei,Anna,2013,2
5247,Andres,Elizabeth,1999,2
5248,Andres,Elizabeth,2004,1
5249,Andres,Elizabeth,2008,4
5250,Andres,Elizabeth,2013,2
5251,Andres,Elizabeth,2014,2
5252,Andres,Emily,1982,2
5253,Andres,Emily,2005,2
5254,Andres,Emily,2013,2
5255,Andres,Emily,2015,2
5256,Andres,Jennifer,1999,1
5257,Andres,Jennifer,2001,2
5258,Andres,Jennifer,2010,2
5259,Andres,Jennifer,2014,2
5260,Andres,Maria,1991,2
5261,Andres,Maria,2000,1
5262,Andres,Maria,2001,1
5263,Andres,Maria,2008,2
5264,Andres,Maria,2009,2
5265,Andres,Maria,2010,2
5266,Andres,Maria,2011,2
5267,Andres,Maria,2015,2
5268,Andres,Silvia,2012,4
5269,Andres,Silvia,2014,2
5270,Andrew,Amy,1987,2
5271,Andrew,Amy,1990,4
5272,Andrew,Amy,1991,2
5273,Andrew,Amy,1993,4
5274,Andrew,Amy,1994,2
5275,Andrew,Amy,1996,2
5276,Andrew,Amy,1997,4
5277,Andrew,Amy,1999,1
5278,Andrew,Amy,2000,2
5279,Andrew,Amy,2001,2
5280,Andrew,Amy,2002,4
5281,Andrew,Amy,2003,4
5282,Andrew,Amy,2004,3
5283,Andrew,Amy,2005,2
5284,Andrew,Amy,2006,2
5285,Andrew,Amy,2007,2
5286,Andrew,Amy,2008,4
5287,Andrew,Amy,2009,9
5288,Andrew,Amy,2010,5
5289,Andrew,Amy,2011,6
5290,Andrew,Amy,2012,3
5291,Andrew,Amy,2013,1
5292,Andrew,Amy,2014,8
5293,Andrew,Amy,2015,1
5294,Andrew,Angela,1987,1
5295,Andrew,Angela,1990,2
5296,Andrew,Angela,1996,2
5297,Andrew,Angela,1997,6
5298,Andrew,Angela,1998,3
5299,Andrew,Angela,1999,3
5300,Andrew,Angela,2000,4
5301,Andrew,Angela,2001,4
5302,Andrew,Angela,2002,2
5303,Andrew,Angela,2004,6
5304,Andrew,Angela,2005,1
5305,Andrew,Angela,2006,8
5306,Andrew,Angela,2007,4
5307,Andrew,Angela,2009,2
5308,Andrew,Angela,2010,1
5309,Andrew,Angela,2011,4
5310,Andrew,Angela,2013,2
5311,Andrew,Angela,2014,6
5312,Andrew,Elizabeth,1969,1
5313,Andrew,Elizabeth,1973,1
5314,Andrew,Elizabeth,1975,2
5315,Andrew,Elizabeth,1977,1
5316,Andrew,Elizabeth,1981,2
5317,Andrew,Elizabeth,1982,2
5318,Andrew,Elizabeth,1983,2
5319,Andrew,Elizabeth,1985,1
5320,Andrew,Elizabeth,1986,1
5321,Andrew,Elizabeth,1988,3
5322,Andrew,Elizabeth,1990,4
5323,Andrew,Elizabeth,1991,2
5324,Andrew,Elizabeth,1992,4
5325,Andrew,Elizabeth,1996,2
5326,Andrew,Elizabeth,1997,8
5327,Andrew,Elizabeth,2002,2
5328,Andrew,Elizabeth,2003,4
5329,Andrew,Elizabeth,2004,4
5330,Andrew,Elizabeth,2005,2
5331,Andrew,Elizabeth,2006,10
5332,Andrew,Elizabeth,2007,2
5333,Andrew,Elizabeth,2008,4
5334,Andrew,Elizabeth,2010,4
5335,Andrew,Elizabeth,2011,9
5336,Andrew,Elizabeth,2012,2
5337,Andrew,Elizabeth,2013,7
5338,Andrew,Elizabeth,2014,3
5339,Andrew,Emily,1994,1
5340,Andrew,Emily,1996,2
5341,Andrew,Emily,1998,2
5342,Andrew,Emily,1999,3
5343,Andrew,Emily,2002,4
5344,Andrew,Emily,2003,4
5345,Andrew,Emily,2004,2
5346,Andrew,Emily,2006,4
5347,Andrew,Emily,2007,4
5348,Andrew,Emily,2008,1
5349,Andrew,Emily,2009,2
5350,Andrew,Emily,2010,2
5351,Andrew,Emily,2011,4
5352,Andrew,Emily,2012,11
5353,Andrew,Emily,2013,6
5354,Andrew,Emily,2014,10
5355,Andrew,Emily,2015,2
5356,Andrew,Jennifer,1988,3
5357,Andrew,Jennifer,1989,6
5358,Andrew,Jennifer,1991,12
