Spouse_A_First_Name,Spouse_B_First_Name,counts
Don,Sharon,15
Don,Pamela,14
Don,Carol,14
Don,Michelle,14
Don,Patricia,13
Don,Elizabeth,13
Don,Barbara,12
Don,Julie,12
Don,Cynthia,12
Don,Diane,11
Don,Ann,11
Dona,John,15
Dona,Robert,7
Dona,Richard,6
Dona,Peter,6
Donal,Nancy,6
Donald,Linda,229
Donald,Mary,227
Donald,Patricia,186
Donald,Susan,184
Donald,Karen,153
Donald,Barbara,151
Donald,Nancy,131
Donald,Kathleen,119
Donald,Sandra,114
Donald,Jennifer,110
Donald,Carol,107
Donald,Deborah,100
Donald,Pamela,99
Donald,Sharon,95
Donald,Elizabeth,89
Dong,Jin,6
Dong,Sung,6
Donna,Robert,209
Donna,Michael,209
Donna,John,200
Donna,David,169
Donna,James,166
Donna,William,150
Donna,Richard,149
Donna,Thomas,107
Donna,Steven,101
Donna,Gary,96
Donna,Donald,79
Donna,Daniel,74
Donna,Charles,71
Donna,Ronald,69
Donna,Kenneth,65
Donovan,Michelle,6
Dora,William,12
Dora,Michael,10
Dora,Mark,7
Dora,David,6
Dora,James,6
Dora,Jose,6
Doreen,John,20
Doreen,Robert,17
Doreen,David,17
Doreen,Paul,13
Doreen,James,13
Doreen,Michael,12
Doreen,William,12
Doreen,Ronald,11
Doreen,Richard,10
Doreen,Mark,9
Doreen,Gary,8
Doreen,Jeffrey,8
Doreen,Larry,8
Doreen,Steven,7
Doreen,Joseph,6
Dori,Kenneth,6
Dori,John,6
Dorinda,James,6
Doris,Robert,37
Doris,John,31
Doris,James,30
Doris,William,30
Doris,David,24
Doris,Richard,22
Doris,Thomas,21
Doris,Daniel,18
Doris,Charles,18
Doris,Donald,17
Doris,Jeffrey,16
Doris,Michael,15
Doris,Gary,12
Doris,George,12
Doris,Edward,12
Dorothea,John,6
Dorothy,Robert,110
Dorothy,James,93
Dorothy,John,85
Dorothy,William,70
Dorothy,David,63
Dorothy,Michael,56
Dorothy,Richard,45
Dorothy,Charles,41
Dorothy,Donald,39
Dorothy,Ronald,31
Dorothy,Thomas,31
Dorothy,Paul,30
Dorothy,Kenneth,26
Dorothy,George,23
Dorothy,Gary,22
Doug,Linda,8
Doug,Brenda,6
Douglas,Mary,167
Douglas,Susan,130
Douglas,Karen,125
Douglas,Linda,121
Douglas,Lisa,116
Douglas,Kathleen,102
Douglas,Patricia,100
Douglas,Carol,94
Douglas,Barbara,94
Douglas,Elizabeth,92
Douglas,Deborah,92
Douglas,Jennifer,85
Douglas,Julie,80
Douglas,Margaret,71
Douglas,Debra,70
Doyle,Mary,10
Drew,Jennifer,9
Drew,Elizabeth,8
Drew,Jamie,6
Drew,Michelle,6
Drew,Leslie,6
Duane,Linda,29
Duane,Mary,29
Duane,Susan,29
Duane,Lisa,19
Duane,Michelle,16
Duane,Patricia,15
Duane,Nancy,15
Duane,Sharon,14
Duane,Cheryl,14
Duane,Karen,14
Duane,Carol,13
Duane,Teresa,12
Duane,Sandra,12
Duane,Christine,12
Duane,Denise,11
Duc,Ha,8
Duc,Thu,8
Duc,Phuong,6
Duc,Anh,6
Duncan,Sara,8
Duncan,Elizabeth,6
Dung,Phuong,12
Dung,Thanh,11
Dung,Ngoc,11
Dung,Hong,11
Dung,Kim,10
Dung,Minh,8
Dung,Dung,8
Dung,Hieu,8
Dung,Hoang,8
Dung,Thuy,7
Dung,Thu,7
Dung,Hoa,7
Dung,Anh,6
Dustin,Stephanie,18
Dustin,Rachel,16
Dustin,Jessica,16
Dustin,Amy,16
Dustin,Sarah,16
Dustin,Jennifer,14
Dustin,Lisa,13
Dustin,Heather,10
Dustin,Elizabeth,10
Dustin,Holly,10
Dustin,Nicole,10
Dustin,Sara,10
Dustin,Kimberly,9
Dustin,Michelle,9
Dustin,Andrea,8
Duy,Anh,8
Duy,Van,7
Dwayne,Michelle,8
Dwayne,Dawn,6
Dwayne,Janet,6
Dwayne,Laura,6
Dwight,Susan,11
Dwight,Debra,11
Dwight,Deborah,11
Dwight,Joyce,9
Dwight,Jennifer,9
Dwight,Mary,8
Dwight,Janet,8
Dwight,Patricia,8
Dwight,Donna,7
Dwight,Diane,7
Dwight,Robin,6
Dwight,Linda,6
Dwight,Maria,6
Dwight,Cheryl,6
Dyan,William,6
Dylan,Jennifer,12
Dylan,Sarah,8
Dylan,Ashley,7
Dylan,Erin,6
Earl,Mary,24
Earl,Patricia,20
Earl,Linda,18
Earl,Susan,17
Earl,Carol,16
Earl,Barbara,16
Earl,Donna,12
Earl,Karen,11
Earl,Nancy,10
Earl,Betty,10
Earl,Deborah,10
Earl,Sharon,9
Earl,Michelle,9
Earl,Gloria,9
Earl,Elizabeth,9
Earnest,Mary,6
Eddie,Susan,10
Eddie,Pamela,9
Eddie,Debra,8
Eddie,Margaret,7
Eddie,Teresa,7
Eddie,Mary,6
Eddie,Sharon,6
Eden,John,7
Edgar,Maria,27
Edgar,Sandra,15
Edgar,Ana,11
Edgar,Susan,11
Edgar,Laura,9
Edgar,Mary,8
Edgar,Janet,8
Edgar,Kathleen,8
Edgar,Elizabeth,7
Edgar,Claudia,6
Edgardo,Maria,10
Edith,Michael,19
Edith,John,18
Edith,William,17
Edith,Robert,17
Edith,David,16
Edith,James,15
Edith,Thomas,12
Edith,Scott,10
Edith,Ronald,8
Edith,George,6
Edith,Harold,6
Edith,Donald,6
Edith,Elmer,6
Edith,Paul,6
Edith,Charles,6
Edmund,Susan,13
Edmund,Linda,8
Edmund,Barbara,7
Edmund,Kathleen,6
Edna,James,19
Edna,Charles,19
Edna,John,14
Edna,Richard,8
Edna,William,6
Edna,Robert,6
Edna,Michael,6
Eduardo,Maria,26
Eduardo,Ana,6
Eduardo,Marina,6
Eduardo,Lisa,6
Eduardo,Jennifer,6
Eduardo,Eva,6
Edward,Mary,142
Edward,Linda,95
Edward,Susan,87
Edward,Patricia,83
Edward,Barbara,73
Edward,Karen,69
Edward,Elizabeth,65
Edward,Lisa,64
Edward,Jennifer,61
Edward,Carol,57
Edward,Kathleen,54
Edward,Pamela,53
Edward,Sharon,51
Edward,Cynthia,49
Edward,Sandra,48
Edwin,Patricia,21
Edwin,Susan,19
Edwin,Sandra,19
Edwin,Mary,17
Edwin,Maria,14
Edwin,Karen,14
Edwin,Barbara,13
Edwin,Sharon,13
Edwin,Kathleen,12
Edwin,Linda,12
Edwin,Cindy,11
Edwin,Cynthia,11
Edwin,Deborah,11
Edwin,Kimberly,11
Edwin,Kathryn,11
Edwina,Michael,6
Efrain,Maria,8
Eileen,John,51
Eileen,Robert,41
Eileen,David,41
Eileen,Richard,38
Eileen,James,31
Eileen,William,30
Eileen,Michael,30
Eileen,Thomas,26
Eileen,Mark,22
Eileen,Daniel,19
Eileen,Steven,19
Eileen,Joseph,18
Eileen,Donald,17
Eileen,Charles,17
Eileen,Ronald,17
Ekaterina,Konstantin,6
Elaina,Michael,10
Elaine,Robert,66
Elaine,David,62
Elaine,Michael,58
Elaine,Richard,56
Elaine,John,55
Elaine,James,49
Elaine,William,42
Elaine,Daniel,35
Elaine,Donald,29
Elaine,Ronald,26
Elaine,Thomas,25
Elaine,Paul,23
Elaine,Bruce,22
Elaine,Gary,22
Elaine,Stephen,21
Elba,Jose,7
Eleanor,John,22
Eleanor,William,22
Eleanor,David,19
Eleanor,Robert,18
Eleanor,Charles,18
Eleanor,James,18
Eleanor,Richard,17
Eleanor,Edward,14
Eleanor,George,12
Eleanor,Daniel,9
Eleanor,Gary,9
Eleanor,Donald,8
Eleanor,Thomas,8
Eleanor,Gregory,8
Eleanor,Stephen,7
Elena,John,30
Elena,David,18
Elena,Michael,16
Elena,James,14
Elena,Mark,12
Elena,Robert,10
Elena,Steven,8
Elena,William,8
Elena,Dmitriy,8
Elena,Daniel,8
Elena,Craig,8
Elena,Pavel,8
Elena,Richard,7
Elena,George,7
Elena,Vladimir,6
Eli,Sarah,8
Eli,Jennifer,6
Elia,Juan,6
Elias,Maria,7
Elisa,John,14
Elisa,Robert,14
Elisa,Daniel,11
Elisa,Michael,10
Elisa,David,8
Elisa,Gregory,8
Elisa,Brian,7
Elisa,Kevin,7
Elisa,Jeffrey,7
Elisa,Peter,7
Elisa,Sean,6
Elisa,Stephen,6
Elisabeth,Michael,23
Elisabeth,Robert,21
Elisabeth,Peter,16
Elisabeth,Brian,14
Elisabeth,John,12
Elisabeth,Scott,12
Elisabeth,James,11
Elisabeth,Stephen,10
Elisabeth,Christopher,9
Elisabeth,David,9
Elisabeth,Paul,8
Elisabeth,Jeffrey,8
Elisabeth,Matthew,8
Elisabeth,Gary,8
Elisabeth,Daniel,8
Elise,Michael,14
Elise,James,10
Elise,John,10
Elise,Nicholas,9
Elise,Robert,8
Elise,Christopher,8
Elise,David,8
Elise,Thomas,6
Elise,Jeremy,6
Eliza,Matthew,6
Elizabeth,Michael,383
Elizabeth,David,339
Elizabeth,John,322
Elizabeth,Robert,306
Elizabeth,James,304
Elizabeth,William,204
Elizabeth,Thomas,189
Elizabeth,Mark,172
Elizabeth,Christopher,160
Elizabeth,Daniel,152
Elizabeth,Richard,142
Elizabeth,Jeffrey,138
Elizabeth,Paul,129
Elizabeth,Steven,126
Elizabeth,Matthew,126
Ella,William,11
Ella,James,10
Ella,Thomas,10
Ella,John,9
Ella,Mark,7
Ellen,Michael,72
Ellen,Robert,64
Ellen,John,56
Ellen,James,55
Ellen,David,53
Ellen,Richard,49
Ellen,William,46
Ellen,Thomas,36
Ellen,Mark,28
Ellen,Paul,27
Ellen,Steven,26
Ellen,George,23
Ellen,Kenneth,22
Ellen,Jeffrey,22
Ellen,Brian,22
Elliot,Katherine,6
Elmer,Judith,8
Elmer,Ruth,7
Elmer,Maria,7
Elmer,Melissa,6
Elmer,Donna,6
Elmer,Edith,6
Elsa,Jose,8
Elsa,David,8
Elsa,Robert,7
Elsa,Richard,6
Elsa,Ryan,6
Elsa,Michael,6
Elsa,Luis,6
Elsie,John,15
Elsie,Robert,14
Elsie,William,8
Elsie,David,8
Elsie,Donald,8
Elsie,Gary,7
Elsie,James,7
Elsie,Michael,6
Elsie,Charles,6
Elvia,Jose,9
Elvira,Jose,6
Elyse,John,6
Elyse,Jose,6
Emanuel,Mary,8
Emi,Michael,6
Emilie,John,9
Emilie,Benjamin,6
Emilie,Christopher,6
Emilio,Maria,6
Emily,Michael,98
Emily,Matthew,77
Emily,David,76
Emily,Andrew,64
Emily,Robert,58
Emily,Christopher,54
Emily,Jason,48
Emily,William,46
Emily,Daniel,45
Emily,Joseph,43
Emily,John,43
Emily,Thomas,41
Emily,Brian,40
Emily,James,39
Emily,Ryan,38
Emma,James,14
Emma,Robert,14
Emma,David,13
Emma,Charles,10
Emma,George,10
Emma,William,9
Emma,Michael,9
Emma,Matthew,8
Emma,Richard,8
Emma,Thomas,8
Emma,Benjamin,8
Emma,Steven,6
Emma,Jose,6
Emma,Kevin,6
Emma,Derek,6
Emmanuel,Jennifer,10
Emmanuel,Maria,7
Emmanuel,Elizabeth,6
Enrique,Maria,17
Eric,Jennifer,168
Eric,Lisa,114
Eric,Mary,94
Eric,Susan,91
Eric,Karen,86
Eric,Julie,82
Eric,Elizabeth,81
Eric,Michelle,75
Eric,Sarah,72
Eric,Laura,72
Eric,Stephanie,72
Eric,Melissa,70
Eric,Linda,70
Eric,Kimberly,66
Eric,Rebecca,64
Erica,Christopher,40
Erica,John,37
Erica,Michael,33
Erica,Matthew,31
Erica,David,29
Erica,Eric,28
Erica,Brian,26
Erica,James,26
Erica,Robert,25
Erica,Thomas,21
Erica,Mark,20
Erica,William,19
Erica,Daniel,18
Erica,Scott,17
Erica,Richard,17
Erich,Jennifer,6
Erich,Mary,6
Erick,Michelle,7
Erick,Melissa,6
Erik,Jennifer,80
Erik,Lisa,36
Erik,Amy,35
Erik,Sarah,27
Erik,Julie,26
Erik,Susan,25
Erik,Michelle,25
Erik,Heather,24
Erik,Cynthia,22
Erik,Kelly,20
Erik,Karen,20
Erik,Elizabeth,20
Erik,Andrea,20
Erik,Amanda,19
Erik,Mary,17
Erika,Robert,38
Erika,James,37
Erika,John,34
Erika,Michael,30
Erika,David,30
Erika,Matthew,26
Erika,Kevin,21
Erika,Jason,21
Erika,Christopher,20
Erika,William,18
Erika,Daniel,18
Erika,Jeffrey,17
Erika,Brian,15
Erika,Joseph,15
Erika,Thomas,14
Erin,Michael,148
Erin,David,111
Erin,Christopher,109
Erin,Robert,93
Erin,John,76
Erin,James,69
Erin,Matthew,68
Erin,Jason,63
Erin,William,56
Erin,Mark,54
Erin,Andrew,53
Erin,Brian,53
Erin,Daniel,49
Erin,Scott,48
Erin,Jeffrey,47
Erinn,Jeffrey,6
Erma,John,7
Erma,Robert,6
Ernest,Mary,26
Ernest,Linda,23
Ernest,Patricia,17
Ernest,Susan,15
Ernest,Margaret,13
Ernest,Pamela,12
Ernest,Karen,11
Ernest,Nancy,11
Ernest,Elizabeth,11
Ernest,Donna,11
Ernest,Jennifer,10
Ernest,Deborah,10
Ernest,Lisa,10
Ernest,Ruth,10
Ernest,Angela,9
Ernesto,Maria,8
Ernesto,Linda,7
Ernesto,Jessica,6
Ernesto,Lisa,6
Erwin,Mary,7
Esmeralda,Jose,6
Esperanza,Jose,6
Esteban,Maria,8
Estela,Jose,6
Estelle,John,9
Esther,David,32
Esther,Robert,27
Esther,James,26
Esther,William,23
Esther,Michael,20
Esther,Paul,20
Esther,Richard,18
Esther,John,17
Esther,Mark,14
Esther,Donald,13
Esther,Gary,11
Esther,Gregory,10
Esther,Jonathan,10
Esther,Joseph,10
Esther,Brian,10
Ethan,Sarah,8
Ethan,Heather,8
Ethan,Laura,6
Ethan,Jennifer,6
Ethan,Erin,6
Ethel,William,18
Ethel,James,9
Ethel,John,8
Ethel,Robert,7
Ethel,David,7
Ethel,George,7
Ethel,Harold,7
Ethel,Richard,6
Eugene,Mary,37
Eugene,Barbara,27
Eugene,Kathleen,24
Eugene,Linda,24
Eugene,Susan,23
Eugene,Nancy,20
Eugene,Patricia,19
Eugene,Karen,18
Eugene,Janet,16
Eugene,Carol,16
Eugene,Betty,16
Eugene,Dorothy,16
Eugene,Elizabeth,15
Eugene,Margaret,15
Eugene,Christine,15
Eugenia,James,9
Eugenia,John,9
Eugenia,Kevin,6
Eugenia,Robert,6
Eugenia,Richard,6
Eugenia,Charles,6
Eun,Sung,16
Eun,Michael,6
Eun,Jae,6
Eunice,John,12
Eunice,James,7
Eunice,Robert,7
Eunice,Dennis,6
Eva,Michael,34
Eva,David,34
Eva,James,30
Eva,John,23
Eva,Robert,20
Eva,Richard,15
Eva,William,14
Eva,Eric,13
Eva,Mark,11
Eva,Paul,11
Eva,Jeffrey,11
Eva,Thomas,11
Eva,George,10
Eva,Douglas,9
Eva,Wayne,9
Evan,Sarah,17
Evan,Jessica,14
Evan,Jennifer,14
Evan,Amy,12
Evan,Kathryn,11
Evan,Linda,10
Evan,Stephanie,10
Evan,Elizabeth,9
Evan,Susan,8
Evan,Lisa,8
Evan,Heather,8
Evan,Erica,8
Evan,Amber,8
Evan,Amanda,8
Evan,Katherine,7
Evangeline,John,10
Eve,Michael,11
Eve,David,9
Eve,Richard,8
Evea,Marlene,6
Evelyn,Robert,52
Evelyn,James,45
Evelyn,John,40
Evelyn,William,36
Evelyn,Michael,34
Evelyn,David,23
Evelyn,Charles,19
Evelyn,Daniel,17
Evelyn,Donald,15
Evelyn,Richard,15
Evelyn,Raymond,15
Evelyn,Kenneth,14
Evelyn,Gary,14
Evelyn,Ronald,13
Evelyn,Steven,12
Everett,Patricia,11
Everett,Nancy,7
Everett,Mary,7
Everett,Sharon,6
Faaolaina,Juan,6
Fabiola,Jose,9
Faith,James,15
Faith,Michael,13
Faith,Robert,10
Faith,John,9
Faith,Christopher,8
Faith,Peter,6
Faith,David,6
Faith,Floyd,6
Fanta,Lamin,6
Farrah,Michael,6
Fartun,Ahmed,6
Fatima,Michael,7
Fatma,Mohamed,9
Fawn,William,8
Fay,Steven,6
Faye,John,12
Faye,William,11
Faye,Robert,10
Faye,Kenneth,9
Faye,Charles,7
Felicia,William,9
Felicia,Richard,8
Felicia,Michael,8
Felicia,Steven,7
Felicia,John,7
Felicia,James,6
Felicia,Charles,6
Felicia,Joseph,6
Felicia,Stephen,6
Felipe,Maria,12
Felipe,Monica,7
Felix,Elizabeth,6
Ferdinand,Maria,6
Fern,Robert,12
Fernando,Maria,26
Fernando,Jennifer,9
Fernando,Rebecca,7
Fidel,Norma,6
File,File,6
Fiona,James,7
Fiona,Robert,6
Flora,James,8
Florence,John,16
Florence,Robert,15
Florence,George,15
Florence,Richard,13
Florence,James,13
Florence,Charles,11
Florence,David,10
Florence,Steven,8
Florence,Lawrence,8
Florence,Harold,7
Florence,Walter,7
Florence,Michael,7
Florence,Benjamin,6
Florence,Larry,6
Florence,Leo,6
Floyd,Linda,12
Floyd,Elizabeth,10
Floyd,Patricia,9
Floyd,Karen,8
Floyd,Susan,8
Floyd,Mary,8
Floyd,Barbara,8
Floyd,Diane,8
Floyd,Cheryl,8
Floyd,Shirley,7
Floyd,Sandra,7
Floyd,Nancy,7
Floyd,Faith,6
Floyd,Pamela,6
Floyd,Kathleen,6
Forrest,Mary,10
Forrest,Karen,8
Forrest,Rebecca,6
Forrest,Nancy,6
Frances,John,55
Frances,Robert,50
Frances,James,46
Frances,Richard,43
Frances,Michael,37
Frances,Thomas,29
Frances,David,29
Frances,Donald,29
Frances,Charles,22
Frances,William,22
Frances,Joseph,21
Frances,Ronald,17
Frances,Dennis,16
Frances,Mark,13
Frances,Daniel,13
Francine,James,11
Francine,Mark,9
Francine,Daniel,8
Francine,Michael,8
Francine,William,8
Francine,Robert,7
Francine,John,6
Francine,Keith,6
Francine,Charles,6
Francis,Susan,17
Francis,Mary,15
Francis,Patricia,15
Francis,Barbara,15
Francis,Michelle,12
Francis,Cynthia,11
Francis,Julie,11
Francis,Laura,10
Francis,Karen,10
Francis,Linda,9
Francis,Shirley,9
Francis,Sharon,9
Francis,Deborah,9
Francis,Joyce,8
Francis,Jennifer,8
Francisca,Jose,6
Francisco,Maria,59
Francisco,Ana,15
Francisco,Sandra,11
Francisco,Jessica,10
Francisco,Claudia,10
Francisco,Rosa,10
Francisco,Melissa,10
Francisco,Elizabeth,9
Francisco,Mary,9
Francisco,Patricia,8
Francisco,Norma,7
Francisco,Rita,7
Francisco,Carolina,6
Francisco,Ashley,6
Francisco,Marie,6
Frank,Patricia,76
Frank,Mary,74
Frank,Linda,54
Frank,Susan,51
Frank,Barbara,42
Frank,Karen,42
Frank,Nancy,42
Frank,Jennifer,39
Frank,Kathleen,35
Frank,Sharon,34
Frank,Diane,31
Frank,Cheryl,31
Frank,Teresa,29
Frank,Margaret,29
Frank,Christine,28
Franklin,Linda,15
Franklin,Mary,11
Franklin,Cynthia,9
Franklin,Deborah,8
Franklin,Nancy,8
Franklin,Patricia,8
Franklin,Susan,6
Franklin,Stephanie,6
Franklin,Elizabeth,6
Franklin,Carol,6
Fred,Mary,27
Fred,Linda,24
Fred,Carol,24
Fred,Barbara,22
Fred,Karen,19
Fred,Kathleen,17
Fred,Patricia,16
Fred,Deborah,15
Fred,Susan,14
Fred,Christine,13
Fred,Janice,13
Fred,Judith,13
Fred,Nancy,13
Fred,Pamela,13
Fred,Debra,12
Freda,Thomas,6
Frederic,Margaret,8
Frederic,Marilyn,7
Frederic,Robin,6
Frederick,Mary,50
Frederick,Susan,40
Frederick,Linda,36
Frederick,Elizabeth,30
Frederick,Karen,27
Frederick,Jennifer,25
Frederick,Nancy,23
Frederick,Patricia,23
Frederick,Kathleen,20
Frederick,Margaret,19
Frederick,Sandra,19
Frederick,Deborah,18
Frederick,Carol,18
Frederick,Michelle,17
Frederick,Lisa,17
Fredrick,Susan,10
Fredrick,Barbara,10
Fredrick,Patricia,8
Fredrick,Julie,7
Fredrick,Karen,6
Fredrick,Laura,6
Fredy,Maria,7
Gabriel,Maria,22
Gabriel,Amy,17
Gabriel,Sarah,12
Gabriel,Jennifer,12
Gabriel,Nancy,11
Gabriel,Emily,10
Gabriel,Michelle,9
Gabriel,Lacey,7
Gabriel,Lisa,7
Gabriel,Elizabeth,7
Gabriel,Erin,7
Gabriel,Amanda,6
Gabriel,Tracy,6
Gabriel,Stephanie,6
Gabriel,Heather,6
Gabriela,Jose,15
Gabriela,Juan,11
Gabriela,Angel,8
Gabriela,Michael,6
Gabrielle,David,25
Gabrielle,Michael,15
Gabrielle,Scott,12
Gabrielle,James,8
Gabrielle,Joshua,8
Gabrielle,Daniel,7
Gabrielle,Stephen,6
Gabrielle,Christopher,6
Gabrielle,William,6
Gail,David,106
Gail,James,103
Gail,John,101
Gail,Robert,85
Gail,Michael,79
Gail,William,68
Gail,Richard,66
Gail,Steven,45
Gail,Ronald,38
Gail,Thomas,36
Gail,Mark,34
Gail,Paul,33
Gail,Douglas,31
Gail,Donald,30
Gail,Stephen,27
Gale,Robert,11
Gale,James,10
Gale,William,8
Gale,Kenneth,7
Galen,Sarah,10
Galina,Igor,10
Galina,Sergey,9
Galina,Aleksandr,6
Gareth,Kathleen,8
Garrett,Heather,8
Garrett,Megan,8
Garrett,Lisa,8
Garrett,Rachel,8
Garrett,Sandra,8
Garrett,Jessica,6
Garrett,Diana,6
Garrett,Amy,6
Garry,Linda,15
Garry,Teresa,11
Garry,Carol,10
Garry,Susan,9
Garry,Patricia,6
Garry,Mary,6
Garth,Jennifer,8
Garth,Deborah,6
Garth,Michelle,6
Garth,Sarah,6
Gary,Linda,233
Gary,Mary,197
Gary,Susan,189
Gary,Karen,158
Gary,Patricia,151
Gary,Barbara,111
Gary,Deborah,105
Gary,Nancy,104
Gary,Debra,102
Gary,Sandra,101
Gary,Pamela,100
Gary,Donna,96
Gary,Carol,95
Gary,Kathleen,93
Gary,Sharon,89
Gavin,Jennifer,10
Gavin,Angela,8
Gavin,Stephanie,6
Gay,James,8
Gay,Robert,6
Gay,John,6
Gayla,Robert,8
Gayla,John,6
Gayle,Robert,47
Gayle,John,44
Gayle,Michael,35
Gayle,David,34
Gayle,James,32
Gayle,Richard,28
Gayle,William,26
Gayle,Thomas,23
Gayle,Ronald,19
Gayle,Steven,18
Gayle,Donald,14
Gayle,Gregory,14
Gayle,Kevin,14
Gayle,Jeffrey,13
Gayle,Kenneth,13
Gaylene,Brian,9
Gena,Kevin,12
Gena,Michael,8
Gene,Mary,23
Gene,Susan,15
Gene,Karen,13
Gene,Barbara,12
Gene,Carol,12
Gene,Deborah,12
Gene,Sandra,12
Gene,Michelle,10
Gene,Sharon,10
Gene,Elizabeth,10
Gene,Donna,10
Gene,Linda,10
Gene,Diane,9
Gene,Kathleen,9
Gene,Judy,9
Geneva,James,8
Genevieve,John,12
Genevieve,Robert,12
Genevieve,Donald,10
Genevieve,William,9
Genevieve,Michael,8
Genevieve,Ryan,8
Genevieve,Daniel,7
Genevieve,Steven,6
Genevieve,Jason,6
Genevieve,Benjamin,6
Genevieve,James,6
Genevieve,Christopher,6
Genevieve,Charles,6
Geoffrey,Jennifer,24
Geoffrey,Lisa,20
Geoffrey,Linda,18
Geoffrey,Mary,17
Geoffrey,Laura,16
Geoffrey,Susan,13
Geoffrey,Amy,11
Geoffrey,Heidi,11
Geoffrey,Kimberly,10
Geoffrey,Margaret,10
Geoffrey,Karen,10
Geoffrey,Barbara,9
Geoffrey,Carol,9
Geoffrey,Erin,9
Geoffrey,Elizabeth,9
George,Mary,161
George,Patricia,137
George,Linda,111
George,Susan,95
George,Barbara,85
George,Karen,76
George,Elizabeth,71
George,Sandra,67
George,Nancy,67
George,Sharon,61
George,Kathleen,60
George,Debra,51
George,Margaret,51
George,Lisa,50
George,Pamela,46
Georgette,Michael,8
Georgette,Robert,7
Georgia,Richard,22
Georgia,David,21
Georgia,Robert,18
Georgia,John,17
Georgia,James,17
Georgia,William,16
Georgia,Charles,14
Georgia,Donald,13
Georgia,Peter,11
Georgia,Thomas,10
Georgia,Mark,10
Georgia,Gerald,9
Georgia,Daniel,9
Georgia,Michael,8
Georgia,Paul,8
Georgina,Michael,11
Georgina,William,7
Georgina,Juan,6
Georgina,Ronald,6
Gerald,Linda,88
Gerald,Susan,80
Gerald,Mary,70
Gerald,Patricia,64
Gerald,Karen,53
Gerald,Barbara,47
Gerald,Nancy,46
Gerald,Carol,45
Gerald,Kathleen,44
Gerald,Sandra,44
Gerald,Margaret,41
Gerald,Deborah,38
Gerald,Debra,35
Gerald,Cheryl,35
Gerald,Elizabeth,31
Geraldine,Richard,34
Geraldine,Robert,33
Geraldine,James,29
Geraldine,John,25
Geraldine,William,21
Geraldine,David,20
Geraldine,Charles,17
Geraldine,Michael,15
Geraldine,Joseph,12
Geraldine,Steven,12
Geraldine,Ronald,11
Geraldine,Donald,11
Geraldine,Gary,10
Geraldine,Thomas,9
Geraldine,Arthur,8
Gerard,Karen,14
Gerard,Debra,7
Gerard,Susan,7
Gerard,Christina,6
Gerard,Linda,6
Gerardo,Maria,16
Gerardo,Nancy,7
Gerardo,Laura,7
Gerardo,Hilda,6
Geri,Michael,8
Geri,David,8
Geri,Robert,6
German,Maria,11
Gerry,Jennifer,7
Gertrude,William,6
Gilbert,Carol,14
Gilbert,Susan,13
Gilbert,Karen,10
Gilbert,Kathleen,10
Gilbert,Mary,7
Gilbert,Patricia,7
Gilbert,Maria,6
Gilbert,Deborah,6
Gilbert,Elizabeth,6
Gilbert,Kimberly,6
Gilberto,Maria,11
Gillian,Robert,11
Gillian,Michael,7
Gina,Michael,56
Gina,David,45
Gina,Jeffrey,43
Gina,James,41
Gina,Robert,32
Gina,William,31
Gina,Christopher,30
Gina,Steven,29
Gina,Matthew,29
Gina,John,29
Gina,Richard,26
Gina,Daniel,25
Gina,Joseph,24
Gina,Thomas,22
Gina,Scott,21
Ginger,John,23
Ginger,James,15
Ginger,Robert,14
Ginger,David,13
Ginger,Michael,12
Ginger,Timothy,10
Ginger,Daniel,9
Ginger,Richard,9
Ginger,Donald,8
Ginger,Thomas,7
Ginger,Mark,7
Ginger,Matthew,6
Ginger,Paul,6
Ginger,William,6
Ginger,Christopher,6
Giselle,Michael,6
Gladys,William,15
Gladys,James,15
Gladys,John,12
Gladys,Jose,12
Gladys,Charles,11
Gladys,Robert,8
Gladys,Richard,7
Gladys,Michael,7
Gladys,Thomas,6
Gladys,David,6
Gladys,Joseph,6
Glen,Mary,22
Glen,Linda,21
Glen,Susan,20
Glen,Karen,16
Glen,Kimberly,15
Glen,Lisa,15
Glen,Rebecca,14
Glen,Barbara,14
Glen,Teresa,13
Glen,Kathleen,12
Glen,Patricia,12
Glen,Michelle,12
Glen,Amy,11
Glen,Janet,11
Glen,Tracy,10
Glenda,David,28
Glenda,Robert,26
Glenda,Michael,23
Glenda,John,21
Glenda,William,16
Glenda,Richard,16
Glenda,James,16
Glenda,Mark,14
Glenda,Kenneth,10
Glenda,Steven,10
Glenda,Daniel,10
Glenda,Donald,8
Glenda,Henry,8
Glenda,Thomas,8
Glenda,Douglas,7
Glenn,Susan,34
Glenn,Mary,33
Glenn,Nancy,28
Glenn,Karen,27
Glenn,Linda,27
Glenn,Sharon,23
Glenn,Sandra,23
Glenn,Jennifer,22
Glenn,Barbara,20
Glenn,Michelle,20
Glenn,Patricia,20
Glenn,Carol,19
Glenn,Stephanie,18
Glenn,Katherine,18
Glenn,Janice,17
Glenna,David,12
Glenna,Donald,9
Glenna,John,8
Glenna,Gary,8
Glenna,Frank,7
Glenna,William,6
Glenna,Michael,6
Glenna,Thomas,6
Glenna,Jeffrey,6
Gloria,Robert,73
Gloria,John,64
Gloria,Michael,62
Gloria,James,57
Gloria,Richard,47
Gloria,David,46
Gloria,William,44
Gloria,Donald,35
Gloria,Gary,32
Gloria,Kenneth,30
Gloria,Charles,30
